region,canton,total_pop,FRI,max_fsi,urban_ratio,building_count,min_rwi
Kara,Kalanga,6009.831366,0.12179955170999728,84.71318817138672,0.0,73.0,-0.714
Kara,Dimori,11032.401758,0.15015709822618184,86.3723373413086,0.0,173.0,-0.785
Kara,Bitchabe,6206.325055,0.13402610770172604,84.6386947631836,0.0,141.0,-0.751
Kara,Bangeli,14879.06771,0.09621517607834276,84.71318817138672,0.0,6.0,-0.696
Kara,Manga,5788.695273,0.11731810413676605,83.91573333740234,0.0,67.0,-0.606
Kara,Kabou,29360.079560000002,0.18634973299750263,149.39305114746094,0.0,151.0,-0.892
Kara,Sanda-Afohou,4528.939905,0.08344860683857422,87.00579833984375,0.0,6.0,-0.688
Kara,Sanda-Kagbanda,7078.5653330000005,0.09883169674640761,145.99266052246094,0.0,7.0,-0.725
Kara,Solla,9581.901087,0.0668354912727135,83.19140625,0.0,0.0,-0.654
Kara,Pessaré,5023.636809,0.06399174411878189,83.76165008544922,0.0,0.0,-0.719
Kara,Boufalé,3963.105865,0.06139908704573305,82.8514633178711,0.0,0.0,-0.497
Kara,Pitikita,3738.8904199999997,0.06006384891761034,81.8288803100586,0.0,0.0,-0.503
Kara,Lama-Dessi,7138.663812,0.06712644054911152,85.31968688964844,0.0,0.0,-0.598
Kara,Pagouda,16463.050477,0.08275879046077705,146.47055053710938,0.0,0.0,-0.654
Kara,Sirka,8384.935789,0.10668654575736576,83.54733276367188,0.0,23.0,-0.671
Kara,Kétao,14046.64716,0.07232753426924222,84.22698211669922,0.0,0.0,-0.596
Kara,Kémérida,5699.819119,0.06312776105114662,80.19223022460938,0.0,0.0,-0.573
Kara,Naompoch,12702.092056000001,0.11413936699690165,150.55836486816406,0.0,11.0,-0.757
Kara,Katchamba,9917.82956,0.07791805793259152,154.88836669921875,0.0,0.0,-0.664
Kara,Guérin-Kouka,52457.893216000004,0.18904766562789593,146.78729248046875,0.0,103.0,-0.67
Kara,Koulféikou,16261.265483000001,0.0848765512146279,154.88836669921875,0.0,0.0,-0.907
Kara,Namon,8472.5454,0.08798948289252426,85.60781860351562,0.0,4.0,-0.876
Kara,Natchiboré,14028.482424,0.10220318806009727,150.55836486816406,0.0,4.0,-0.73
